,term,line,name,07-10 on avg,07-10 off avg,10-17 on avg,10-17 off avg,17-22 on avg,17-22 off avg,X,Y
12183,202003,6호선,디지털미디어시티,29871,35249,10340,9270,20782,21272,37.576646,126.900984
12184,202003,경의선,디지털미디어시티,5328,2086,2063,1603,2417,4235,37.576646,126.900984
12185,202003,공항철도 1호선,디지털미디어시티,11498,40867,7063,7695,30700,9931,37.576646,126.900984
12186,202003,2호선,낙성대(강감찬),79503,22786,26630,21205,26524,58004,37.47693,126.963693
12187,202003,경부선,독산,26018,53649,11700,9969,32768,21223,37.466613,126.889249
12188,202003,경춘선,청평,2086,1791,1946,1813,1493,1949,37.735488,127.42661
12189,202003,3호선,압구정,14592,99409,27252,35836,73362,22727,37.527072,127.028461
12190,202003,경원선,이촌(국립중앙박물관),5507,4642,3874,2361,4875,3904,37.522272,126.974345
12191,202003,경인선,동암,38776,12824,15400,13172,14501,34107,37.471408,126.702896
12192,202003,1호선,종로5가,6174,64948,26952,29415,47809,10423,37.570926,127.001849
12193,202003,9호선,가양,50934,23846,19241,15935,21018,37988,37.561391,126.854456
12194,202003,일산선,원흥,25349,7556,8670,6691,7439,17934,37.650658,126.872642
12195,202003,5호선,신금호,17221,6289,5793,5212,5278,12630,37.554548,127.020331
12196,202003,경의선,금촌,11963,9396,6818,6019,7331,9624,37.766217,126.774644
12197,202003,4호선,이촌(국립중앙박물관),9952,14402,6233,6307,9590,9816,37.522272,126.974345
12198,202003,경춘선,금곡,3499,2224,1641,1380,1503,2355,37.637382,127.207853
12199,202003,5호선,신정(은행정),50810,7555,10778,7934,7931,24829,37.524997,126.856191
12200,202003,7호선,뚝섬유원지,18734,6983,8270,13136,16079,17827,37.53154,127.066704
12201,202003,7호선,중화,32355,11627,10823,9106,10510,23000,37.602545,127.079264
12202,202003,9호선,개화,6811,3190,1842,1404,2865,2925,37.578608,126.798153
12203,202003,3호선,가락시장,14937,16001,9206,8106,12838,12439,37.492522,127.118234
12204,202003,8호선,가락시장,9075,20436,8379,8446,13452,10892,37.492522,127.118234
12205,202003,2호선,을지로4가,3333,45424,12376,13415,31932,4814,37.566941,126.998079
12206,202003,5호선,마장,13069,7977,5525,4723,6337,8916,37.5661,127.042973
12207,202003,5호선,굽은다리(강동구민회관앞),25270,6957,8497,6962,7381,17981,37.545477,127.142853
12208,202003,중앙선,운길산,922,1360,1635,1593,1313,664,37.554669,127.310115
12209,202003,수인선,인천,1204,1762,1094,1644,1075,1997,37.476691,126.616936
12210,202003,2호선,구로디지털단지,124683,137072,47656,43192,97474,96160,37.485266,126.901401
12211,202003,7호선,철산,61774,19656,18339,16924,20604,49380,37.47605,126.867911
12212,202003,7호선,부천종합운동장,13159,6318,4292,3378,4844,7319,37.50538,126.797337
12213,202003,경의선,행신,22605,5155,6039,4600,5772,17026,37.612102,126.834146
12214,202003,분당선,매탄권선,10940,4005,3505,2439,3842,8376,37.252759,127.040566
12215,202003,8호선,남한산성입구(성남법원.검찰청),40603,12532,11771,9267,10541,24648,37.451535,127.159816
12216,202003,안산선,정왕,9796,16382,6090,5271,11268,9760,37.351735,126.742989
12217,202003,경부선,서정리,6546,6339,5349,4314,8370,8039,37.056496,127.052819
12218,202003,9호선2~3단계,종합운동장,7005,5399,3624,3295,5939,7016,37.510997,127.073642
12219,202003,5호선,까치산,102318,14181,27455,22759,18980,70841,37.531768,126.846683
12220,202003,5호선,우장산,38017,10021,13314,11762,10204,28132,37.548768,126.836318
12221,202003,2호선,종합운동장,15022,10286,6440,5513,7393,11762,37.510997,127.073642
12222,202003,5호선,개롱,15650,7960,5785,5013,6107,12125,37.498079,127.13482
12223,202003,경춘선,마석,7765,4632,3667,3063,3362,5846,37.652782,127.311767
12224,202003,경부선,성환,3225,5261,3165,2715,4406,3644,36.916076,127.126964
12225,202003,7호선,춘의,17587,29166,6654,5438,18310,12233,37.503663,126.787036
12226,202003,8호선,단대오거리,28097,11041,9352,7835,10154,20119,37.44521,127.156866
12227,202003,분당선,매교,5195,2747,1775,1896,2049,3689,37.265481,127.015678
12228,202003,경의선,풍산,13571,4136,4803,3892,4368,9939,37.672346,126.786243
12229,202003,일산선,백석,16247,15360,11516,10575,13755,15699,37.643114,126.78787
12230,202003,7호선,부평구청,40475,8762,8496,5658,8832,22550,37.508336,126.720548
12231,202003,중앙선,덕소,15405,4429,6232,5044,4324,11952,37.586781,127.208832
12232,202003,7호선,부천시청,28090,15953,10400,10283,15343,22955,37.504631,126.763538
12233,202003,경인선,제물포,23297,11237,9276,6924,9908,17162,37.466769,126.656666
12234,202003,경원선,왕십리(성동구청),25186,12035,12615,15260,19375,33112,37.561533,127.037732
12235,202003,안산선,오이도,19047,9639,7827,7065,10496,15571,37.362357,126.738714
12236,202003,5호선,왕십리(성동구청),5415,8972,4287,5123,7908,7534,37.561533,127.037732
12237,202003,2호선,왕십리(성동구청),27871,15875,15590,12969,23015,26608,37.561533,127.037732
12238,202003,5호선,강동,50270,27275,18149,13854,22740,31187,37.535804,127.132481
12239,202003,분당선,미금,20178,24984,16433,14844,19899,22239,37.350077,127.10891
12240,202003,5호선,충정로(경기대입구),4866,15922,3277,2652,9689,4165,37.559973,126.963672
12241,202003,2호선,충정로(경기대입구),14529,31588,9294,8289,18883,11903,37.559973,126.963672
12242,202003,3호선,종로3가,1970,34491,9227,16252,26686,6283,37.571607,126.991806
12243,202003,5호선,장한평,42068,35071,15393,13594,25055,30425,37.56144,127.064623
12244,202003,7호선,하계,49306,14601,17209,13681,14161,34207,37.636352,127.06799
12245,202003,3호선,양재(서초구청),28059,136265,27884,29158,89212,33843,37.484147,127.034631
12246,202003,2호선,건대입구,58541,36761,30787,39670,57293,79328,37.540693,127.07023
12247,202003,7호선,건대입구,12541,19351,11693,14783,23540,20421,37.540693,127.07023
12248,202003,경인선,개봉,59799,16187,19114,15932,16821,47791,37.494594,126.85868
12249,202003,경부선,석수,27303,11455,8672,6493,10340,18426,37.435047,126.902295
12250,202003,5호선,거여,20391,8166,7070,5602,6940,13412,37.493105,127.14415
12251,202003,경인선,간석,15007,4173,5470,4578,4639,11504,37.464737,126.694181
12252,202003,7호선,수락산,35107,12132,13549,11935,11493,27211,37.67785,127.055315
12253,202003,일산선,마두,10862,12382,8382,7559,8572,9853,37.652206,126.77762
12254,202003,5호선,종로3가,2821,26180,10353,16048,27587,9299,37.571607,126.991806
12255,202003,1호선,종로3가,5874,51097,32541,39409,52983,15457,37.571607,126.991806
12256,202003,경춘선,남춘천,2549,2035,2772,2727,2408,3251,37.864007,127.723792
12257,202003,7호선,학동,8077,113283,15191,18393,68084,10202,37.514229,127.031656
12258,202003,경춘선,대성리,641,727,758,730,698,463,37.684071,127.379319
12259,202003,6호선,녹사평(용산구청),4638,8603,4700,6446,10845,7883,37.534675,126.986695
12260,202003,경부선,성균관대,36889,9640,10534,9206,11563,29810,37.300349,126.97075
12261,202003,분당선,선릉,3909,77868,9421,16109,33333,10316,37.504503,127.049008
12262,202003,경의선,화전,2292,2299,1605,1563,2065,1577,37.602888,126.868387
12263,202003,안산선,중앙,29050,16744,13661,14892,19252,31037,37.315941,126.838573
12264,202003,안산선,초지,9627,6195,3180,2648,4815,7246,37.320646,126.805913
12265,202003,중앙선,중랑,15792,3800,5748,4876,4068,12058,37.594917,127.076116
12266,202003,6호선,이태원,9752,15189,9540,14714,23233,23496,37.534488,126.994302
12267,202003,5호선,개화산,13795,8045,5349,4833,6576,9452,37.572399,126.806171
12268,202003,8호선,강동구청,25712,17782,9014,8242,12030,18566,37.530341,127.120508
12269,202003,2호선,선릉,21503,179866,51058,45849,133778,27251,37.504503,127.049008
12270,202003,6호선,대흥(서강대앞),11991,16173,7351,7853,12272,10764,37.547771,126.942069
12271,202003,경부선,신길,20035,15349,7449,5421,12937,13251,37.517122,126.917169
12272,202003,경춘선,별내,5348,3435,2445,2130,2995,3963,37.64202,127.12684
12273,202003,6호선,응암,56078,10211,16995,13902,12389,41286,37.598605,126.915577
12274,202003,경춘선,김유정,235,376,453,543,366,215,37.818466,127.71434
12275,202003,1호선,동묘앞,5578,12775,15776,18374,12704,6390,37.572627,127.016429
12276,202003,6호선,동묘앞,7983,15898,10911,10368,13162,8705,37.572627,127.016429
12277,202003,8호선,복정,25266,11003,8205,6454,12601,16819,37.470047,127.126662
12278,202003,분당선,복정,0,0,0,0,0,0,37.470047,127.126662
12279,202003,경부선,병점,25430,14944,11806,9020,15973,24171,37.207503,127.032731
12280,202003,2호선,합정,35883,59013,24715,35146,61414,50314,37.549463,126.913739
12281,202003,6호선,합정,13209,24772,11872,13994,27799,19512,37.549463,126.913739
12282,202003,6호선,증산(명지대앞),31778,6310,10111,8440,7622,23205,37.583876,126.909645
12283,202003,7호선,반포,6960,14319,5733,5781,10376,5735,37.508178,127.011727
12284,202003,안산선,한대앞,17067,7814,6670,5978,7551,14776,37.309689,126.85344
12285,202003,5호선,길동,17107,8776,7657,7494,7625,14783,37.537801,127.140004
12286,202003,경부선,세류,7213,3168,2454,2080,3085,5630,37.245025,127.013222
12287,202003,중앙선,도농,29353,6875,8530,6255,6078,19059,37.608806,127.161153
12288,202003,경의선,월롱,1555,6035,1756,1316,5239,1820,37.796188,126.792587
12289,202003,안산선,수리산,12851,3285,3991,3001,2744,6987,37.349801,126.925365
12290,202003,4호선,한성대입구(삼선교),25735,17207,14102,12680,16698,21742,37.588458,127.006221
12291,202003,일산선,삼송,48281,13582,15760,14393,16546,34685,37.653083,126.895558
12292,202003,8호선,산성,15483,4056,5433,4517,4200,11072,37.457122,127.149908
12293,202003,6호선,돌곶이,24971,8769,9458,7825,8097,17978,37.610537,127.056431
12294,202003,분당선,보정,6029,2212,1937,1268,1648,3299,37.312752,127.108196
12295,202003,중앙선,지평,103,56,82,72,28,25,37.476444,127.629617
12296,202003,6호선,약수,4514,8860,3642,3464,6456,4569,37.55434,127.010655
12297,202003,3호선,약수,24417,18920,13398,11714,17461,21821,37.55434,127.010655
12298,202003,경의선,운정,15376,5349,5158,3854,4798,11242,37.725826,126.767257
12299,202003,안산선,신길온천,3589,2057,1403,1092,1771,2581,37.338212,126.765844
12300,202003,경의선,일산,25331,6236,7694,6323,5724,19303,37.682077,126.769846
12301,202003,8호선,모란,7534,4011,5239,3820,5206,4791,37.43213,127.129087
12302,202003,3호선,연신내,111557,22823,39529,32986,31429,84372,37.619001,126.921008
12303,202003,분당선,모란,47190,20822,20865,21082,20139,37059,37.43213,127.129087
12304,202003,경의선,파주,1812,1889,1137,815,1522,823,37.815298,126.792783
12305,202003,2호선,한양대,5412,18629,6120,8362,13845,5493,37.555273,127.043655
12306,202003,5호선,고덕,19544,8684,8121,6769,7458,16162,37.555004,127.154151
12307,202003,경부선,서동탄,4423,1144,1078,835,1121,2619,37.195504,127.051672
12308,202003,경인선,구일,16862,5844,5348,4389,5159,13028,37.496756,126.870793
12309,202003,2호선,교대(법원.검찰청),23816,102112,32196,40433,71197,31652,37.493415,127.01408
12310,202003,3호선,교대(법원.검찰청),7233,29829,12777,8618,30259,6678,37.493415,127.01408
12311,202003,5호선,신길,9710,7977,2760,2476,5120,7704,37.517122,126.917169
12312,202003,경춘선,백양리,65,164,141,128,145,36,37.830779,127.58933
12313,202003,경의선,탄현,20405,5709,6504,4740,5568,16277,37.694023,126.761086
12314,202003,8호선,몽촌토성(평화의문),7818,12821,5157,5165,9228,6779,37.517409,127.112359
12315,202003,6호선,연신내,0,0,0,0,0,0,37.619001,126.921008
12316,202003,경인선,도원,4578,4156,3124,2983,3139,3819,37.468446,126.642706
12317,202003,안산선,안산,15192,24695,10483,8674,23839,14284,37.327082,126.788532
12318,202003,중앙선,원덕,543,370,550,559,352,436,37.468672,127.547076
12319,202003,4호선,회현(남대문시장),5275,84970,24686,28505,54961,7113,37.558514,126.978246
12320,202003,7호선,보라매,19741,19174,7764,6582,13909,14845,37.499872,126.920428
12321,202003,7호선,청담,10013,87759,15359,15904,50294,11037,37.519365,127.05335
12322,202003,5호선,답십리,47203,19341,13820,11528,16663,29839,37.566747,127.052704
12323,202003,8호선,문정,19981,83119,14910,14177,49562,17485,37.485855,127.1225
12324,202003,경의선,임진강,11,29,39,44,21,10,37.88906,126.74746
12325,202003,6호선,구산,22729,3980,7490,5026,5104,11554,37.611377,126.91727
12326,202003,6호선,독바위,9023,2219,2830,2686,1704,6735,37.618456,126.933031
12327,202003,우이신설선,정릉,9935,3441,5015,3782,3735,7838,37.602798,127.01349
12328,202003,4호선,혜화,15616,63552,27771,35533,60051,30887,37.582336,127.001844
12329,202003,4호선,신용산,9305,53203,11346,13180,38121,12331,37.52917,126.967894
12330,202003,7호선,삼산체육관,15523,2283,3886,2821,2704,9823,37.506411,126.742153
12331,202003,7호선,도봉산,32468,8349,8553,10470,5715,23608,37.689313,127.046222
12332,202003,2호선,상왕십리,35654,18191,13110,10554,15045,25384,37.564354,127.029354
12333,202003,7호선,장암,9226,1436,1720,1082,1803,1662,37.700109,127.053196
12334,202003,9호선,신목동,11052,2821,3049,2208,2754,7147,37.544277,126.88308
12335,202003,2호선,도림천,2012,3101,1331,1062,1770,1579,37.514287,126.882768
12336,202003,공항철도 1호선,인천공항1터미널,5703,13226,5498,6401,10965,3937,37.44899,126.45811
12337,202003,6호선,역촌,11335,4218,3507,3444,2810,9366,37.606021,126.922744
12338,202003,경원선,의정부,31356,23067,19554,21870,24815,31952,37.738415,127.045958
12339,202003,5호선,송정,16339,7740,7260,6300,7879,11824,37.561184,126.811973
12340,202003,6호선,보문,18233,10095,7150,5482,8620,12548,37.585286,127.019381
12341,202003,우이신설선,보문,2056,2811,1803,1719,2189,1977,37.585286,127.019381
12342,202003,6호선,삼각지,6306,12684,5216,3560,11321,5945,37.534777,126.97311
12343,202003,4호선,삼각지,4785,13948,3845,4188,10201,5671,37.534777,126.97311
12344,202003,중앙선,상봉(시외버스터미널),15838,5072,5774,4939,5551,12543,37.596362,127.085032
12345,202003,9호선,신반포,3583,4664,2520,2416,3794,3246,37.503415,126.995925
12346,202003,분당선,구성,12282,4414,3620,2902,3646,9071,37.298969,127.105664
12347,202003,7호선,상봉(시외버스터미널),44878,19029,16066,14011,19998,33785,37.596362,127.085032
12348,202003,3호선,구파발,57792,17522,18052,16018,16903,36962,37.636763,126.918821
12349,202003,수인선,신포,1778,3283,1554,1873,2721,1994,37.46874,126.623853
12350,202003,8호선,잠실(송파구청),8374,41536,11558,16325,33512,16325,37.51395,127.102234
12351,202003,2호선,잠실(송파구청),109948,110528,59734,63306,120134,105907,37.51395,127.102234
12352,202003,5호선,아차산(어린이대공원후문),37168,13220,15284,14787,14300,27950,37.551691,127.089761
12353,202003,경원선,응봉,4617,1372,1953,1804,1529,2930,37.549946,127.034538
12354,202003,경부선,군포,12055,24481,4959,4100,14680,8420,37.35356,126.948462
12355,202003,7호선,남구로,22953,53995,10451,11081,32630,19435,37.486056,126.887249
12356,202003,9호선,신방화,18249,4877,6305,5371,5286,13771,37.567532,126.816601
12357,202003,경의선,신촌,350,3029,586,803,1641,678,37.555134,126.936893
12358,202003,2호선,신촌,30434,56937,34370,42315,61706,50321,37.555134,126.936893
12359,202003,5호선,여의도,9253,118962,15907,15380,73054,12357,37.521624,126.924191
12360,202003,일산선,화정,37391,15529,17894,17162,16007,33637,37.634592,126.83265
12361,202003,경부선,금천구청,29500,16521,9397,8516,11951,21515,37.455626,126.89398
12362,202003,수인선,원인재,9349,4062,4113,3758,4204,8311,37.412603,126.687389
12363,202003,9호선,샛강,3447,16011,4410,4440,11252,4627,37.517274,126.928422
12364,202003,7호선,고속터미널,9986,33819,16068,13190,28784,9335,37.50481,127.004943
12365,202003,9호선,고속터미널,11538,17215,10672,16592,17622,18187,37.50481,127.004943
12366,202003,3호선,신사,11756,86269,24610,37587,74478,28070,37.516334,127.020114
12367,202003,우이신설선,솔샘,19050,2459,5063,3807,2702,12369,37.62124,127.013528
12368,202003,중앙선,양정,1316,2191,990,722,1575,862,37.60533,127.19364
12369,202003,경원선,회룡,35229,8110,11808,10607,7239,25656,37.724846,127.046895
12370,202003,중앙선,망우,18538,6992,7663,7255,6730,14278,37.59955,127.091909
12371,202003,중앙선,구리,35903,13042,13253,12305,12797,28308,37.603392,127.143869
12372,202003,공항철도 1호선,영종,5715,2211,2778,2138,2329,5211,37.511466,126.5237
12373,202003,9호선,선유도,12375,16219,5447,5118,12396,9170,37.53802,126.893525
12374,202003,경원선,한남,4230,9880,4277,3693,7817,4419,37.52943,127.009169
12375,202003,4호선,상계,60945,12339,18552,15276,13960,40930,37.660878,127.073572
12376,202003,경춘선,강촌,285,657,659,686,649,279,37.805723,127.634146
12377,202003,우이신설선,북한산보국문,14810,4570,6300,4727,4832,11257,37.612343,127.008009
12378,202003,분당선,수내,13083,27702,10450,11152,22605,13140,37.378455,127.114322
12379,202003,9호선,여의도,7402,88603,14485,13892,61960,10789,37.521624,126.924191
12380,202003,경인선,부개,24016,5642,7644,6495,5997,17462,37.488418,126.74109
12381,202003,공항철도 1호선,운서,11771,9548,7412,5679,8398,12359,37.492904,126.49379
12382,202003,경부선,오산,12124,14438,8951,7775,13275,13932,37.145885,127.06672
12383,202003,9호선,신논현,26675,67385,26305,32749,63398,40403,37.504598,127.02506
12384,202003,경부선,금정,56281,44852,20253,17644,34939,46701,37.372221,126.943429
12385,202003,2호선,잠실나루,29242,23247,14477,11543,16138,19695,37.520733,127.10379
12386,202003,경인선,오류동,34093,7495,11023,8885,8549,24641,37.494526,126.845365
12387,202003,수인선,연수,8531,4908,4315,4140,5004,8129,37.417804,126.67894
12388,202003,7호선,남성,34696,8638,10339,8978,9013,22513,37.484596,126.971251
12389,202003,5호선,천호(풍납토성),22557,23115,19308,20186,29865,32387,37.538397,127.123572
12390,202003,8호선,천호(풍납토성),40793,19673,15644,18004,19535,39386,37.538397,127.123572
12391,202003,5호선,명일,22912,5004,7192,6231,5201,17944,37.55137,127.143999
12392,202003,4호선,명동,3691,58722,14744,21078,45756,9133,37.560989,126.986325
12393,202003,3호선,수서,25981,27119,14856,13024,21270,22922,37.487371,127.10188
12394,202003,3호선,남부터미널(예술의전당),23976,83280,26380,27914,60545,25971,37.485013,127.016189
12395,202003,공항철도 1호선,청라국제도시,15249,8059,4333,2973,6894,11948,37.555878,126.625327
12396,202003,9호선,흑석(중앙대입구),12873,10116,7849,7521,9151,12656,37.50877,126.963708
12397,202003,1호선,시청,6221,91787,15414,16063,56202,6834,37.564718,126.977108
12398,202003,2호선,시청,5332,112699,16532,14542,66296,6941,37.564718,126.977108
12399,202003,경원선,신이문,27422,4913,8534,6813,5178,17943,37.601854,127.067325
12400,202003,1호선,동대문,13230,16701,15197,15079,14759,13590,37.57142,127.009745
12401,202003,2호선,동대문역사문화공원(DDP),6684,28485,11809,15099,24280,14308,37.565138,127.007896
12402,202003,4호선,동대문역사문화공원(DDP),6055,43095,12914,14511,38105,13489,37.565138,127.007896
12403,202003,5호선,동대문역사문화공원(DDP),949,14492,1656,1901,7954,1159,37.565138,127.007896
12404,202003,3호선,잠원,12341,6829,5648,4550,5613,9038,37.512759,127.01122
12405,202003,7호선,굴포천,25884,7329,7699,6554,7315,22494,37.506997,126.73128
12406,202003,6호선,한강진,3101,20848,5233,10252,18341,8154,37.539631,127.001725
12407,202003,9호선2~3단계,둔촌오륜,1999,1055,766,522,916,1274,37.51972,127.13897
12408,202003,경부선,용산,17767,80493,27362,33612,72167,29094,37.529849,126.964561
12409,202003,3호선,녹번,43824,9742,12063,8247,9415,27225,37.600927,126.935756
12410,202003,수인선,소래포구,7533,3893,4839,4695,4505,6300,37.40095,126.733522
12411,202003,5호선,화곡,95627,18088,26727,20358,20462,65334,37.541513,126.840461
12412,202003,2호선,신정네거리,26781,6896,8600,7429,7053,21008,37.520074,126.852912
12413,202003,분당선,구룡,1952,2517,1563,1003,1603,1534,37.486839,127.058856
12414,202003,7호선,이수,26220,25092,14860,14625,24297,26390,37.486263,126.981989
12415,202003,9호선2~3단계,봉은사,6931,46968,10927,13242,35508,9385,37.514219,127.060245
12416,202003,경원선,소요산,2592,2777,5908,5158,2973,1441,37.9481,127.061034
12417,202003,장항선,봉명,1419,2085,1300,955,917,951,36.801215,127.135763
12418,202003,경부선,광명,6819,2509,2300,1703,3188,4267,37.416182,126.884466
12419,202003,7호선,상도,26544,10120,9960,8122,10297,19257,37.502834,126.94791
12420,202003,4호선,미아(서울사이버대학),40488,16045,16504,14260,14817,29738,37.62667,127.025983
12421,202003,수인선,송도,5798,1807,2645,2275,2140,4239,37.428514,126.657772
12422,202003,경원선,양주,20466,8704,7790,6209,7176,13648,37.774381,127.044708
12423,202003,3호선,일원,14488,15938,9965,8044,9831,9840,37.483681,127.08439
12424,202003,경원선,월계,14861,4355,6598,5326,4409,11063,37.633212,127.058831
12425,202003,수인선,숭의,7406,6156,3648,3009,4387,5051,37.460789,126.638297
12426,202003,우이신설선,북한산우이,5833,3594,3927,3793,2614,3216,37.663146,127.012789
12427,202003,9호선,양천향교,18508,16497,8369,6462,11699,15282,37.568381,126.841333
12428,202003,3호선,금호,22827,5618,8273,6890,6622,16585,37.548034,127.015872
12429,202003,경부선,오산대,4933,3088,2402,1843,3332,4362,37.168953,127.063197
12430,202003,7호선,신중동,30706,24141,12149,11740,20145,24904,37.503048,126.77596
12431,202003,공항철도 1호선,인천공항2터미널,3364,6563,2743,2829,6638,1704,37.48632,126.43932
12432,202003,분당선,수원시청,15469,21245,9673,9865,17042,20046,37.261911,127.030736
12433,202003,4호선,미아사거리,75460,22471,28966,26921,28933,60431,37.613292,127.030053
12434,202003,장항선,배방,1094,807,822,720,1025,1275,36.777629,127.052991
12435,202003,경원선,외대앞,15406,6472,8891,7130,7372,13988,37.596073,127.063549
12436,202003,경인선,부천,78617,28563,32748,33009,35936,72266,37.48405,126.782686
12437,202003,중앙선,양원,3247,1898,1563,1347,1213,2173,37.606596,127.107906
12438,202003,9호선,염창,53052,11421,14399,10849,12477,39530,37.546936,126.874916
12439,202003,7호선,까치울,23702,5397,6670,5294,5996,16479,37.506207,126.810939
12440,202003,7호선,장승배기,28567,10059,9507,8556,8875,19737,37.504898,126.93915
12441,202003,경부선,구로,26300,41871,13800,12798,27385,22837,37.503039,126.881966
12442,202003,4호선,동대문,6597,58765,26133,28557,41759,10113,37.57142,127.009745
12443,202003,6호선,봉화산(서울의료원),31935,6998,7930,6142,5966,18954,37.617283,127.091401
12444,202003,5호선,목동,46700,18181,15379,14540,16363,41151,37.526065,126.864931
12445,202003,9호선,증미,13454,14828,6202,5603,10478,10601,37.557402,126.861939
12446,202003,2호선,강남,42078,236304,76590,92840,193851,86490,37.497175,127.027926
12447,202003,분당선,수서,20376,23010,11601,10394,17954,18136,37.487371,127.10188
12448,202003,3호선,고속터미널,24726,52416,40995,49492,74906,44225,37.50481,127.004943
12449,202003,경원선,지행,13598,5911,6427,5496,6164,11645,37.892334,127.055716
12450,202003,3호선,충무로,0,0,0,0,1,0,37.561243,126.99428
12451,202003,2호선,양천구청,19619,5157,5795,4672,4139,14861,37.512398,126.865819
12452,202003,2호선,대림(구로구청),61173,32329,22539,22573,26071,44153,37.49297,126.895801
12453,202003,5호선,마천,13851,6050,5346,4949,4533,9591,37.49499,127.152781
12454,202003,7호선,대림(구로구청),13075,9435,7242,7100,8344,11267,37.49297,126.895801
12455,202003,경인선,동인천,25819,19269,15227,13428,19299,21520,37.475276,126.632802
12456,202003,7호선,태릉입구,16628,9514,8166,6500,10116,13090,37.617983,127.07512
12457,202003,6호선,태릉입구,14438,4917,5195,5122,5149,12759,37.617983,127.07512
12458,202003,2호선,강변(동서울터미널),75682,27725,34863,32073,36290,62834,37.535095,127.094681
12459,202003,경춘선,평내호평,13817,5314,5068,4231,4682,10929,37.653225,127.244493
12460,202003,일산선,정발산,6693,11817,7820,9548,12781,9854,37.659477,126.773359
12461,202003,4호선,숙대입구(갈월),16179,28600,12077,11756,24151,17365,37.54456,126.972106
12462,202003,수인선,월곶,5057,2187,2313,1908,2517,4185,37.391769,126.742699
12463,202003,6호선,버티고개,4451,3117,2257,1960,2985,3553,37.548013,127.007055
12464,202003,경인선,백운,18803,5188,6920,5714,5232,15077,37.483664,126.707704
12465,202003,분당선,기흥,23273,7073,7287,5766,8614,18318,37.275619,127.115936
12466,202003,7호선,중계,44778,10480,12837,9399,8957,27199,37.644583,127.064303
12467,202003,수인선,인하대,11053,4998,4617,4288,5306,9053,37.448493,126.649619
12468,202003,9호선,마곡나루(서울식물원),18153,17275,8473,7695,16256,17620,37.567336,126.829497
12469,202003,7호선,신대방삼거리,49081,16676,14701,12327,15379,33706,37.499701,126.928276
12470,202003,공항철도 1호선,마곡나루(서울식물원),6349,24169,3940,3211,17715,5152,37.567336,126.829497
12471,202003,7호선,논현,10204,80344,15156,19466,51884,16455,37.511093,127.021415
12472,202003,경원선,옥수,40,59,42,32,90,15,37.540685,127.017965
12473,202003,경의선,강매,10585,1632,2364,1618,1539,6027,37.612314,126.843223
12474,202003,경부선,노량진,14478,12285,8612,7878,13216,16359,37.514219,126.942454
12475,202003,6호선,망원,23803,19745,13831,19034,22354,25268,37.556094,126.910052
12476,202003,경부선,안양,51953,16942,18934,20029,21884,44458,37.401592,126.922874
12477,202003,3호선,경찰병원,16909,14627,7069,6108,8787,11213,37.495918,127.12454
12478,202003,5호선,청구,6484,7915,3946,3000,6925,5546,37.560245,127.013828
12479,202003,6호선,청구,6059,12882,3389,3427,6785,4481,37.560245,127.013828
12480,202003,공항철도 1호선,검암,23018,7681,5769,4161,6200,16653,37.569104,126.673728
12481,202003,경부선,남영,10284,28674,7920,7699,19527,10988,37.541021,126.9713
12482,202003,분당선,서현,25254,46340,20533,22154,41464,29891,37.385126,127.123592
12483,202003,경춘선,굴봉산,128,267,254,275,138,68,37.832067,127.557695
12484,202003,3호선,옥수,19585,9327,9458,8195,9623,17588,37.540685,127.017965
12485,202003,9호선,노량진,53133,41729,23718,22670,33184,45543,37.514219,126.942454
12486,202003,4호선,수유(강북구청),93285,33988,36839,31517,36232,77447,37.638052,127.025732
12487,202003,6호선,월곡(동덕여대),30095,12381,10967,9946,11892,22465,37.601948,127.041518
12488,202003,1호선,제기동,19205,27848,26147,27541,20178,14653,37.578103,127.034893
12489,202003,9호선,등촌,27610,9653,10058,8636,8852,20935,37.550632,126.865689
12490,202003,공항철도 1호선,공항화물청사,1831,12917,1703,1771,7235,1297,37.458366,126.476241
12491,202003,5호선,영등포시장,15381,19893,8715,9098,14934,12385,37.522669,126.905139
12492,202003,2호선,신답,5718,1149,1434,1333,1063,4507,37.57004,127.046481
12493,202003,우이신설선,성신여대입구(돈암),3307,4437,3435,4453,4843,5252,37.592624,127.016403
12494,202003,중앙선,오빈,527,305,384,329,267,404,37.506062,127.473868
12495,202003,경의선,가좌,13348,4482,4851,4542,4426,8599,37.568491,126.915487
12496,202003,2호선,아현,22126,10041,9980,8046,9716,16704,37.557345,126.956141
12497,202003,5호선,마포,20728,39059,11184,10558,26031,18289,37.539574,126.945932
12498,202003,9호선,노들,12277,2163,4175,3184,3210,8037,37.512887,126.953222
12499,202003,2호선,용두(동대문구청),4699,3534,2834,2735,2688,3857,37.574028,127.038091
12500,202003,7호선,내방,16460,44122,11808,11542,29017,14179,37.487618,126.993513
12501,202003,6호선,마포구청,32929,19127,13115,10322,16995,21613,37.563515,126.903343
12502,202003,경부선,영등포,34809,74785,33104,44717,78146,50438,37.515504,126.907628
12503,202003,경인선,주안,42779,18793,19370,14743,22619,36961,37.464941,126.679923
12504,202003,경부선,당정,14903,8556,4970,3667,6835,11212,37.344285,126.948345
12505,202003,9호선,사평,5493,3376,2564,2032,2927,4407,37.504206,127.015259
12506,202003,7호선,중곡,29502,9582,9549,7857,8516,18960,37.565923,127.08432
