,term,line,name,07-10 on avg,07-10 off avg,10-17 on avg,10-17 off avg,17-22 on avg,17-22 off avg,X,Y
0,202111,1호선,동대문,16830,18537,21517,20748,17323,15421,37.57142,127.009745
1,202111,6호선,연신내,3,0,1,0,1,0,37.619001,126.921008
2,202111,분당선,수서,27843,32090,21252,18610,25324,26158,37.487371,127.10188
3,202111,3호선,수서,34689,38879,27074,22727,30325,32229,37.487371,127.10188
4,202111,경부선,진위,2286,5765,1842,1194,4366,1822,37.109447,127.062278
5,202111,경부선,천안,9521,9717,11916,11708,9882,10952,36.810005,127.146826
6,202111,경부선,평택,24557,19553,21232,21190,22478,25863,36.990726,127.085159
7,202111,일산선,삼송,64460,19954,24651,23116,20722,46524,37.653083,126.895558
8,202111,6호선,불광,9521,5767,7451,6303,6366,8942,37.610469,126.929887
9,202111,3호선,불광,48773,24567,24731,26659,20111,38188,37.610469,126.929887
10,202111,경부선,화서,29582,7640,9257,7610,6897,21824,37.283862,126.989627
11,202111,경원선,가능,19432,8973,9663,7844,6983,14787,37.748577,127.044213
12,202111,3호선,무악재,13468,4100,5481,4611,3920,10173,37.582299,126.950291
13,202111,경원선,광운대,25644,9547,11977,11233,8447,17704,37.623632,127.061835
14,202111,경원선,녹양,13597,5943,6700,5369,4902,10205,37.75938,127.042292
15,202111,일산선,백석,20416,18108,15565,13900,15617,18871,37.643114,126.78787
16,202111,3호선,매봉,16527,43269,14592,12686,30704,14706,37.486947,127.046769
17,202111,경원선,녹천,16503,3949,6754,4857,3371,10005,37.644799,127.051269
18,202111,5호선,하남풍산,9072,10302,5522,5108,7493,7246,37.55223,127.2038
19,202111,경원선,덕계,10130,3491,4476,3019,2832,6927,37.818486,127.056486
20,202111,3호선,동대입구,6222,31422,11823,14138,23105,8360,37.559052,127.005602
21,202111,경원선,덕정,14882,11631,9151,6835,7930,11198,37.843188,127.061277
22,202111,일산선,마두,15019,15068,13067,11449,10669,13214,37.652206,126.77762
23,202111,일산선,원당,38664,10794,16286,13241,10072,27152,37.653324,126.843041
24,202111,경부선,직산,1525,2187,1098,948,1637,1253,36.870593,127.143904
25,202111,경부선,의왕,24958,21442,10826,8873,14885,18580,37.320852,126.948217
26,202111,6호선,약수,5796,10331,5209,4819,7368,5289,37.55434,127.010655
27,202111,경부선,성균관대,48349,16649,18457,15902,16995,39241,37.300349,126.97075
28,202111,1호선,종로3가,7885,52282,44786,52565,62322,20539,37.571607,126.991806
29,202111,3호선,종로3가,2314,34029,12060,21846,30000,9127,37.571607,126.991806
30,202111,5호선,종로3가,3806,28510,17719,26177,37127,16274,37.571607,126.991806
31,202111,3호선,양재(서초구청),37101,159409,44226,45576,108026,48747,37.484147,127.034631
32,202111,경부선,성환,5410,12760,8470,6815,8148,5714,36.916076,127.126964
33,202111,경부선,세류,9700,3701,3627,3229,3928,7298,37.245025,127.013222
34,202111,경부선,세마,7927,5054,3697,2791,3987,6063,37.187533,127.04318
35,202111,경부선,송탄,10945,5814,7134,5455,6227,10680,37.075696,127.054301
36,202111,3호선,약수,29712,23144,18568,16278,20212,25349,37.55434,127.010655
37,202111,경부선,용산,27072,106279,51974,62681,102833,47051,37.529849,126.964561
38,202111,경부선,수원,59563,63209,53918,64685,76218,77263,37.265974,126.999874
39,202111,분당선,수원,20333,11191,9787,9880,15029,16242,37.265974,126.999874
40,202111,3호선,압구정,18682,111261,41371,51978,88333,33722,37.527072,127.028461
41,202111,경부선,안양,65759,35917,34478,32785,31689,54385,37.401592,126.922874
42,202111,3호선,안국,7850,85724,30573,39136,65478,13515,37.576477,126.985443
43,202111,경부선,영등포,43425,89758,54262,68235,95585,65100,37.515504,126.907628
44,202111,경부선,오산,21107,21450,16184,13448,17965,21196,37.145885,127.06672
45,202111,3호선,신사,13597,100327,35903,50249,89353,37756,37.516334,127.020114
46,202111,경부선,오산대,9065,6462,5812,4445,5329,7537,37.168953,127.063197
47,202111,3호선,독립문,15301,16456,12940,11625,9251,11417,37.574571,126.957748
48,202111,경원선,도봉,17163,6995,9745,8706,5966,12306,37.679563,127.045595
49,202111,경원선,동두천,4941,6079,3645,3385,2786,3676,37.927878,127.05479
50,202111,7호선,고속터미널,15908,40673,26757,21401,39543,14499,37.50481,127.004943
51,202111,경원선,한남,4868,12175,5792,4964,9049,5277,37.52943,127.009169
52,202111,경원선,회룡,43431,10459,18483,16542,8559,31750,37.724846,127.046895
53,202111,경의선,가좌,17909,6544,7527,7121,5753,11308,37.568491,126.915487
54,202111,경의선,강매,14350,2041,3700,2639,1992,8218,37.612314,126.843223
55,202111,경의선,검암,0,0,0,0,0,0,37.569104,126.673728
56,202111,1호선,청량리(서울시립대입구),36542,27445,38653,39402,26573,29440,37.580178,127.046835
57,202111,경원선,청량리(서울시립대입구),30687,22447,29609,31419,26230,29878,37.580178,127.046835
58,202111,공항철도 1호선,검암,24456,9656,7874,5597,6967,17794,37.569104,126.673728
59,202111,9호선,고속터미널,17472,25013,20677,30697,26983,29248,37.50481,127.004943
60,202111,3호선,고속터미널,36024,67950,74357,85117,103794,67414,37.50481,127.004943
61,202111,경원선,지행,18806,8276,9887,8680,7807,15370,37.892334,127.055716
62,202111,경의선,계양,1,0,0,0,0,0,37.571462,126.735637
63,202111,공항철도 1호선,계양,43961,4971,11778,7801,6232,29724,37.571462,126.735637
64,202111,3호선,경찰병원,20448,17338,9577,8177,10565,13792,37.495918,127.12454
65,202111,경의선,곡산,1419,1580,858,763,1011,1074,37.645676,126.801762
66,202111,3호선,경복궁(정부서울청사),16870,70959,31585,38462,59645,22004,37.575762,126.97353
67,202111,경의선,금릉,13422,7029,6611,5413,6304,10796,37.751322,126.765347
68,202111,경의선,금촌,15931,11817,10306,8804,9340,13016,37.766217,126.774644
69,202111,경의선,능곡,13481,3756,5219,4284,3618,8441,37.618808,126.820783
70,202111,우이신설선,정릉,14752,4853,7418,5685,4869,10248,37.602798,127.01349
71,202111,우이신설선,화계,11533,3679,5434,4667,2745,7029,37.634802,127.017519
72,202111,3호선,구파발,67575,25682,29602,26100,22147,45371,37.636763,126.918821
73,202111,경원선,동두천중앙,7648,5945,5409,4818,3904,5212,37.901885,127.056482
74,202111,경원선,소요산,3618,3502,10279,9327,3487,1834,37.9481,127.061034
75,202111,경원선,망월사,23239,9660,12246,10923,7413,18148,37.709914,127.047455
76,202111,분당선,도곡,10278,17981,10895,8186,13868,9384,37.490858,127.055381
77,202111,일산선,대화,42573,15740,18304,13738,13843,24590,37.676087,126.747569
78,202111,3호선,도곡,8935,16760,7633,6944,10920,7297,37.490858,127.055381
79,202111,경원선,방학,26479,12767,14539,13199,10548,20244,37.667503,127.044273
80,202111,경원선,보산,3848,2270,2926,2060,2249,3448,37.913702,127.057277
81,202111,3호선,대치,20297,18992,14231,16372,19150,19432,37.494612,127.063642
82,202111,경원선,서빙고,2980,5675,3590,3703,4307,2404,37.519594,126.988537
83,202111,3호선,대청,25805,17813,14384,10511,14675,18648,37.493514,127.079532
84,202111,1호선,종로5가,7602,65493,38873,42463,54238,14370,37.570926,127.001849
85,202111,경원선,의정부,38965,26605,28610,30391,29706,40217,37.738415,127.045958
86,202111,경원선,신이문,31900,5916,11564,9729,5809,20697,37.601854,127.067325
87,202111,3호선,녹번,61623,12134,19634,14213,11978,39769,37.600927,126.935756
88,202111,경원선,양주,24120,10237,12230,9267,8799,17178,37.774381,127.044708
89,202111,경원선,외대앞,18189,11924,14373,13115,12957,16686,37.596073,127.063549
90,202111,3호선,남부터미널(예술의전당),33140,97917,40522,41202,73368,37088,37.485013,127.016189
91,202111,일산선,대곡,5940,2484,2569,1914,2552,3183,37.631626,126.811024
92,202111,경원선,월계,20717,8872,10914,8906,6966,14647,37.633212,127.058831
93,202111,경원선,응봉,6269,2045,2758,2133,1836,3717,37.549946,127.034538
94,202111,3호선,금호,27612,6832,11302,9378,7841,19190,37.548034,127.015872
95,202111,3호선,연신내,123388,29690,52170,43825,35033,91617,37.619001,126.921008
96,202111,일산선,원흥,36057,11722,14307,11494,11075,25363,37.650658,126.872642
97,202111,3호선,가락시장,18367,18738,13273,12006,15161,15403,37.492522,127.118234
98,202111,경부선,석수,32775,13646,12443,8875,11523,21943,37.435047,126.902295
99,202111,9호선,흑석(중앙대입구),17021,14034,12898,11553,12467,16687,37.50877,126.963708
100,202111,장항선,아산,5358,6382,6170,5552,7661,5497,36.792053,127.104361
101,202111,4호선,미아(서울사이버대학),43948,21869,21288,18537,16849,31665,37.62667,127.025983
102,202111,9호선2~3단계,둔촌오륜,3317,2249,1752,949,1331,1989,37.51972,127.13897
103,202111,9호선2~3단계,봉은사,8812,66228,20098,24989,50449,14192,37.514219,127.060245
104,202111,4호선,명동,5817,70039,25779,33601,57264,15262,37.560989,126.986325
105,202111,9호선2~3단계,삼성중앙,5648,28026,7375,7353,18701,7474,37.513011,127.053282
106,202111,9호선2~3단계,삼전,22797,7806,8764,7079,7936,16658,37.50403,127.08904
107,202111,9호선2~3단계,석촌고분,19064,8981,7964,6586,7874,14269,37.50264,127.096866
108,202111,장항선,쌍용(나사렛대),5240,3653,4091,3720,3157,4259,36.793759,127.1214
109,202111,9호선2~3단계,선정릉,8538,41175,10109,12238,27030,9930,37.51098,127.043593
110,202111,9호선,동작(현충원),5000,2207,2963,2164,2525,2810,37.502971,126.979306
111,202111,4호선,동작(현충원),2601,4207,3003,3040,3269,2723,37.502971,126.979306
112,202111,분당선,선정릉,5871,36139,8598,9268,22876,6819,37.51098,127.043593
113,202111,4호선,당고개,47079,11633,17883,14314,11085,29270,37.670272,127.079066
114,202111,9호선2~3단계,송파나루,13113,7211,6341,7114,8015,12460,37.51049,127.11216
115,202111,장항선,신창(순천향대),1938,4932,4801,3864,3819,2678,36.769502,126.951108
116,202111,9호선2~3단계,언주,7922,41897,13231,13239,29187,9968,37.507287,127.033868
117,202111,9호선2~3단계,중앙보훈병원,33982,14625,15053,10543,8624,18468,37.52693,127.1477
118,202111,9호선2~3단계,한성백제,6838,4108,3889,3345,4263,4928,37.51664,127.11621
119,202111,7호선,노원,34329,33001,31597,32655,31428,38793,37.655128,127.061368
120,202111,9호선,증미,18031,18308,8594,7498,12662,12913,37.557402,126.861939
121,202111,4호선,미아사거리,86565,27487,39023,35351,31892,66698,37.613292,127.030053
122,202111,9호선,염창,68635,13705,20521,15759,15311,48361,37.546936,126.874916
123,202111,9호선,샛강,5037,22263,6648,6406,14865,6862,37.517274,126.928422
124,202111,4호선,숙대입구(갈월),19452,34234,18341,17052,28250,21277,37.54456,126.972106
125,202111,9호선,등촌,39910,12460,15491,13548,11452,28247,37.550632,126.865689
126,202111,9호선,마곡나루(서울식물원),24410,26005,13808,12240,23703,23367,37.567336,126.829497
127,202111,공항철도 1호선,마곡나루(서울식물원),11043,33367,7475,5823,23314,9139,37.567336,126.829497
128,202111,4호선,수유(강북구청),103499,38505,46799,39744,39482,85639,37.638052,127.025732
129,202111,1호선,신설동,19569,39624,21350,18542,28644,17263,37.575297,127.025087
130,202111,2호선,신설동,4956,8937,6501,6148,6127,4005,37.575297,127.025087
131,202111,우이신설선,신설동,1672,8551,3246,2890,5221,1380,37.575297,127.025087
132,202111,9호선,사평,9506,5303,5180,4490,4790,7137,37.504206,127.015259
133,202111,우이신설선,성신여대입구(돈암),4635,6089,5337,6542,6568,6793,37.592624,127.016403
134,202111,4호선,삼각지,7708,14298,5978,7775,11846,10157,37.534777,126.97311
135,202111,4호선,성신여대입구(돈암),44716,25608,29179,27593,33524,44384,37.592624,127.016403
136,202111,9호선,선유도,18900,25044,9263,7936,17785,13171,37.53802,126.893525
137,202111,9호선,신논현,35605,78724,39306,45078,76499,54588,37.504598,127.02506
138,202111,4호선,상계,69091,16234,24903,20548,15946,45873,37.660878,127.073572
139,202111,9호선,신목동,15249,3981,5080,3809,3782,9191,37.544277,126.88308
140,202111,9호선,신반포,5684,7343,5364,4184,6440,4760,37.503415,126.995925
141,202111,9호선,신방화,23138,7707,9673,8058,6532,16440,37.567532,126.816601
142,202111,9호선,양천향교,25616,21235,12314,9673,15387,19844,37.568381,126.841333
143,202111,6호선,삼각지,8839,15568,8932,6617,14235,8234,37.534777,126.97311
144,202111,4호선,노원,47887,22609,25933,27859,25615,52673,37.655128,127.061368
145,202111,경강선,경기광주,31125,6567,9212,6992,5887,21476,37.399907,126.630347
146,202111,장항선,봉명,2226,3196,2251,1598,1331,1559,36.801215,127.135763
147,202111,경원선,옥수,75,109,66,66,171,35,37.540685,127.017965
148,202111,3호선,잠원,12134,8746,7646,6260,6915,9191,37.512759,127.01122
149,202111,일산선,주엽,24114,11357,14704,13414,9507,18768,37.670072,126.761334
150,202111,경부선,군포,15703,29212,7280,5638,17559,10656,37.35356,126.948462
151,202111,경부선,금정,73098,54947,31018,26884,42830,58873,37.372221,126.943429
152,202111,3호선,일원,19050,23985,17411,13117,13884,13317,37.483681,127.08439
153,202111,경부선,금천구청,38894,19159,14921,13326,13867,28578,37.455626,126.89398
154,202111,경부선,남영,12596,32015,11673,10895,21776,13414,37.541021,126.9713
155,202111,경부선,당정,20143,10145,7456,5764,7912,14369,37.344285,126.948345
156,202111,1호선,종각,8581,149166,37446,40972,107677,25131,37.570161,126.982923
157,202111,3호선,옥수,23777,11469,13896,12440,12218,21766,37.540685,127.017965
158,202111,경부선,광명,9669,5511,4544,3920,6947,6753,37.416182,126.884466
159,202111,경부선,대방,30156,36076,16548,13644,23388,23488,37.513342,126.926382
160,202111,경부선,독산,36441,68220,17978,14717,41429,29007,37.466613,126.889249
161,202111,경부선,명학,20602,31193,9688,8081,18864,13974,37.384653,126.935433
162,202111,일산선,정발산,8869,14892,11574,12845,15730,12399,37.659477,126.773359
163,202111,5호선,오금,7249,12193,5327,3866,7093,5241,37.502162,127.128111
164,202111,3호선,오금,23320,8160,7466,6098,6621,13404,37.502162,127.128111
165,202111,경부선,병점,40194,21917,20686,16717,21253,35711,37.207503,127.032731
166,202111,경부선,서동탄,5566,1401,1605,1318,1326,3502,37.195504,127.051672
167,202111,경부선,서정리,12825,13812,11613,8702,14219,12669,37.056496,127.052819
168,202111,경부선,구로,33652,50135,23142,23496,36075,30489,37.503039,126.881966
169,202111,3호선,지축,16864,3499,6384,4393,3296,11066,37.648048,126.913951
170,202111,경강선,곤지암,5628,5549,3910,3182,4249,4607,37.351315,127.34674
171,202111,3호선,학여울,3487,5774,4057,4087,4269,2973,37.496663,127.070594
172,202111,4호선,남태령,2673,3265,2156,1459,2295,1510,37.463873,126.989134
173,202111,경강선,부발,4372,4792,3130,2152,4104,4093,37.260192,127.490277
174,202111,4호선,길음,71054,20370,26838,23914,20458,49575,37.603407,127.025053
175,202111,경강선,삼동,10459,1975,2524,1995,1858,6305,37.409522,127.20336
176,202111,경강선,세종대왕릉,827,610,571,569,442,650,37.295309,127.570938
177,202111,장항선,배방,2427,1677,1853,1584,1615,2278,36.777629,127.052991
178,202111,3호선,홍제,56121,18396,26068,21594,17355,39544,37.589066,126.943736
179,202111,경강선,신둔도예촌,4251,2690,2276,1662,2281,3256,37.317185,127.40476
180,202111,경강선,여주,4693,5344,5148,3862,3420,4753,37.282701,127.628607
181,202111,경강선,이매,3446,2014,1406,1098,1602,1997,37.396104,127.12827
182,202111,일산선,지축,0,0,0,0,0,0,37.648048,126.913951
183,202111,분당선,이매,13499,10541,8565,6957,9015,10515,37.396104,127.12827
184,202111,일산선,화정,47266,20053,25631,24419,19954,40529,37.634592,126.83265
185,202111,1호선,제기동,24002,29437,38378,39688,21816,17181,37.578103,127.034893
186,202111,경강선,이천,6131,6001,4429,3973,4556,5720,37.265579,127.44226
187,202111,4호선,충무로,11393,107619,30602,35948,76822,21694,37.561243,126.99428
188,202111,3호선,충무로,0,0,1,0,2,0,37.561243,126.99428
189,202111,경강선,초월,11756,3930,3940,2804,3215,7987,37.374419,127.299
190,202111,경강선,판교,4018,19195,4525,5385,14429,4199,37.394761,127.111217
191,202111,경부선,관악,26510,8077,9993,7991,7257,17835,37.419232,126.908706
192,202111,8호선,가락시장,10656,23569,10970,10960,15886,12835,37.492522,127.118234
193,202111,경의선,문산,12677,9163,8812,7784,6913,9828,37.854619,126.788047
194,202111,경부선,노량진,17908,13888,12065,11322,16077,21643,37.514219,126.942454
195,202111,3호선,교대(법원.검찰청),10238,33335,18431,11003,35830,9819,37.493415,127.01408
196,202111,분당선,구성,18694,5496,6723,5490,4777,14465,37.298969,127.105664
197,202111,분당선,기흥,30411,11636,12195,9760,13249,23819,37.275619,127.115936
198,202111,6호선,신당,8858,24594,11186,9832,17053,12105,37.565972,127.01782
199,202111,2호선,신당,31467,23969,19923,20265,22384,28366,37.565972,127.01782
200,202111,안산선,안산,19152,29195,15701,13245,26922,18248,37.327082,126.788532
201,202111,분당선,대모산입구,12967,6656,6530,4979,5523,7959,37.491373,127.07272
202,202111,2호선,신답,7147,1175,1854,1811,1248,5551,37.57004,127.046481
203,202111,분당선,망포,39510,28640,15171,11969,26304,31221,37.245795,127.057353
204,202111,분당선,매교,7967,6420,3977,3295,4093,5772,37.265481,127.015678
205,202111,2호선,성수,25032,164171,33945,45305,112891,35153,37.544581,127.055961
206,202111,분당선,매탄권선,16269,6736,6387,4693,6036,12351,37.252759,127.040566
207,202111,2호선,구로디지털단지,142442,163595,61728,55894,117095,110894,37.485266,126.901401
208,202111,분당선,미금,26912,31123,25022,23125,25191,29077,37.350077,127.10891
209,202111,분당선,보정,8088,3532,3692,2585,2642,4966,37.312752,127.108196
210,202111,분당선,상갈,17502,7617,7308,5944,6965,12816,37.26181,127.108847
211,202111,분당선,선릉,5823,88997,13945,22469,39563,14202,37.504503,127.049008
212,202111,2호선,선릉,26501,202631,66853,61241,156395,35050,37.504503,127.049008
213,202111,분당선,서울숲,16137,32160,13726,19271,29889,15521,37.543617,127.044707
214,202111,안산선,신길온천,5260,2473,2259,1826,2254,3768,37.338212,126.765844
215,202111,분당선,서현,33598,60955,34156,36040,55083,41743,37.385126,127.123592
216,202111,2호선,서초,23208,86437,30076,25591,54599,16327,37.491897,127.007917
217,202111,분당선,구룡,3460,5596,3656,2010,3559,2720,37.486839,127.058856
218,202111,분당선,개포동,8130,7393,5950,4855,6097,7020,37.489116,127.06614
219,202111,안산선,오이도,23465,11722,11707,10906,12415,19008,37.362357,126.738714
220,202111,과천선,대공원,1102,10795,10485,11815,8248,955,37.435675,127.006523
221,202111,2호선,아현,29022,14841,15658,12499,13083,21387,37.557345,126.956141
222,202111,공항철도 1호선,인천공항1터미널,4992,12530,5663,6577,10139,4112,37.44899,126.45811
223,202111,공항철도 1호선,인천공항2터미널,3200,7369,2973,3252,5919,1646,37.48632,126.43932
224,202111,공항철도 1호선,청라국제도시,20385,10682,7518,4954,9312,15980,37.555878,126.625327
225,202111,경의선,신촌,595,3835,1063,1296,2220,1000,37.555134,126.936893
226,202111,2호선,신촌,38651,62136,49090,53743,68828,61008,37.555134,126.936893
227,202111,과천선,경마공원,2386,9842,5000,7776,10817,1663,37.443885,127.007888
228,202111,과천선,과천,19698,6695,8994,6290,5449,13087,37.433021,126.996568
229,202111,2호선,신정네거리,39321,8438,13646,12020,8143,29345,37.520074,126.852912
230,202111,과천선,범계,66760,40629,33513,32716,40700,59552,37.389793,126.950806
231,202111,2호선,신대방,98388,24015,32930,27074,25263,68735,37.487462,126.913149
232,202111,2호선,신림,232386,48771,78641,63795,63305,172666,37.484201,126.929715
233,202111,과천선,선바위,19113,20707,11195,8174,17066,12064,37.451673,127.002303
234,202111,과천선,인덕원,62188,60951,29366,24193,43232,52468,37.401553,126.976715
235,202111,안산선,정왕,14350,27090,14123,12360,19624,14887,37.351735,126.742989
236,202111,과천선,정부과천청사,17559,35118,13569,10576,24228,14750,37.426513,126.98978
237,202111,경부선,신도림,9686,10004,4800,5012,7884,8132,37.508725,126.891295
238,202111,2호선,신도림,117239,68666,62509,63029,79303,106121,37.508725,126.891295
239,202111,과천선,평촌,42213,52784,19371,16256,34243,30840,37.394287,126.963883
240,202111,분당선,가천대,19063,17370,14695,13924,12995,17899,37.448605,127.126697
241,202111,분당선,수내,18368,35778,17815,17455,29453,19042,37.378455,127.114322
242,202111,2호선,서울대입구(관악구청),140807,51936,63447,56034,62926,117518,37.481247,126.952739
243,202111,분당선,수원시청,24561,30554,16946,16743,24812,30567,37.261911,127.030736
244,202111,수인선,원인재,12754,5874,6754,6384,5430,10801,37.412603,126.687389
245,202111,2호선,뚝섬,20289,86355,22923,29416,64233,24872,37.547184,127.047367
246,202111,수인선,송도,7593,2826,3904,3353,2466,5448,37.428514,126.657772
247,202111,수인선,숭의,9753,8163,5797,4554,5514,6827,37.460789,126.638297
248,202111,수인선,신포,2670,5207,2782,2784,3741,2603,37.46874,126.623853
249,202111,5호선,동대문역사문화공원(DDP),1547,17430,2410,2753,9373,1825,37.565138,127.007896
250,202111,4호선,동대문역사문화공원(DDP),7515,44786,19508,20213,41645,14945,37.565138,127.007896
251,202111,2호선,동대문역사문화공원(DDP),8655,33542,19216,22516,27786,17758,37.565138,127.007896
252,202111,수인선,연수,11539,6864,6516,6305,6515,10150,37.417804,126.67894
253,202111,2호선,도림천,2870,4176,2048,1517,2080,2057,37.514287,126.882768
254,202111,안산선,반월,14038,5053,6077,5154,4604,10024,37.312212,126.903524
255,202111,수인선,소래포구,11963,5579,12383,12986,7157,9317,37.40095,126.733522
256,202111,2호선,당산,44559,46410,22865,21881,32598,45088,37.53438,126.902281
257,202111,9호선,당산,47812,26574,23600,19775,27309,43122,37.53438,126.902281
258,202111,수인선,월곶,7944,2524,3496,3490,3102,5737,37.391769,126.742699
259,202111,수인선,인천논현,12104,10639,7834,8073,9131,11712,37.400614,126.722478
260,202111,수인선,인하대,16584,7759,8602,7478,7622,13526,37.448493,126.649619
261,202111,7호선,대림(구로구청),17398,12322,12792,13335,12241,16354,37.49297,126.895801
262,202111,2호선,대림(구로구청),71438,37575,30966,31982,30306,51761,37.49297,126.895801
263,202111,수인선,호구포,6512,15437,4701,3578,9403,5588,37.401637,126.708627
264,202111,안산선,고잔,22399,18111,12391,10216,13062,16836,37.316777,126.823249
265,202111,2호선,낙성대(강감찬),93652,28624,36242,28599,32335,67532,37.47693,126.963693
266,202111,2호선,문래,38388,72456,22755,22673,49737,33055,37.517933,126.89476
267,202111,분당선,신갈,15864,4119,6585,5138,3355,11558,37.286102,127.111313
268,202111,4호선,사당,71435,27675,34089,28092,35578,53058,37.47653,126.981685
269,202111,안산선,수리산,15827,4803,5605,4176,3275,8403,37.349801,126.925365
270,202111,2호선,상왕십리,44245,21989,18900,15919,18852,31523,37.564354,127.029354
271,202111,분당선,압구정로데오,6248,65513,21275,34783,59643,25881,37.527381,127.040534
272,202111,분당선,야탑,52122,62183,36882,35526,48593,48127,37.411185,127.128715
273,202111,2호선,구의(광진구청),81041,26434,29004,25802,26616,58730,37.537077,127.085916
274,202111,2호선,삼성(무역센터),18125,230987,58446,69442,169274,36061,37.508844,127.06316
275,202111,분당선,영통,15925,15624,11422,11271,16299,17839,37.251568,127.071394
276,202111,분당선,오리,28795,22426,16491,12205,19231,17951,37.339824,127.108942
277,202111,분당선,정자,27074,50673,20088,19401,38974,32072,37.36706,127.108105
278,202111,2호선,사당,80275,52491,49053,51641,67637,100152,37.47653,126.981685
279,202111,안산선,산본,45541,21005,21728,22059,20534,41915,37.358101,126.933274
280,202111,분당선,죽전,34397,18943,17753,20004,22840,32587,37.324753,127.107395
281,202111,분당선,청명,14807,6059,5213,4197,5135,10311,37.259489,127.078934
282,202111,안산선,상록수,56229,15842,21001,17282,15707,45176,37.302795,126.866489
283,202111,2호선,봉천,90097,18878,30488,25528,21348,57728,37.482362,126.941892
284,202111,분당선,태평,47873,12612,18345,16965,12476,32197,37.440019,127.127709
285,202111,분당선,한티,19793,36743,18823,22813,32432,23494,37.496237,127.052873
286,202111,2호선,방배,25929,50755,24137,23697,36868,25781,37.481426,126.997596
287,202111,수인선,남동인더스파크,1513,13811,2186,1389,7037,1424,37.407722,126.695216
288,202111,수인선,달월,121,185,112,100,277,66,37.379681,126.745177
289,202111,공항철도 1호선,운서,17660,9846,9918,7204,8732,16036,37.492904,126.49379
290,202111,2호선,교대(법원.검찰청),28688,114475,43549,53137,82281,43729,37.493415,127.01408
291,202111,경의선,백마,24319,7875,8897,6663,6526,17545,37.658239,126.794461
292,202111,공항철도 1호선,영종,8576,2989,4995,3878,3136,7668,37.511466,126.5237
293,202111,2호선,충정로(경기대입구),16638,35484,12585,11430,21328,13784,37.559973,126.963672
294,202111,경인선,개봉,74918,19042,28985,25153,20368,57803,37.494594,126.85868
295,202111,경인선,구일,20869,9161,9304,8792,9114,19228,37.496756,126.870793
296,202111,경인선,도원,5310,8953,5353,4086,4399,4139,37.468446,126.642706
297,202111,9호선2~3단계,종합운동장,8600,7758,5492,5165,8064,8885,37.510997,127.073642
298,202111,우이신설선,삼양,6390,2388,3304,3325,1709,4473,37.627165,127.018152
299,202111,2호선,종합운동장,17779,16789,10822,12613,16139,24312,37.510997,127.073642
300,202111,경인선,도화,13082,4809,6000,5271,4014,8611,37.46607,126.668672
301,202111,경인선,동암,44390,14846,20570,18230,15919,38109,37.471408,126.702896
302,202111,2호선,잠실새내,54954,24374,28998,29605,30683,50122,37.511687,127.086162
303,202111,경인선,동인천,29911,23789,21736,19648,23232,24565,37.475276,126.632802
304,202111,경인선,백운,22384,6731,10173,8647,6482,17360,37.483664,126.707704
305,202111,우이신설선,북한산우이,7550,5932,6412,5775,3606,4166,37.663146,127.012789
306,202111,2호선,강변(동서울터미널),86623,36338,48445,43452,44022,70354,37.535095,127.094681
307,202111,2호선,잠실나루,36686,28584,22271,18021,19170,24706,37.520733,127.10379
308,202111,경인선,부개,29478,7711,11444,9476,7225,20635,37.488418,126.74109
309,202111,경인선,부천,89354,34164,45803,46361,40761,81860,37.48405,126.782686
310,202111,경인선,부평,68165,30628,41652,47853,44929,80045,37.489493,126.724805
311,202111,8호선,잠실(송파구청),10356,48028,18292,26709,38976,22646,37.51395,127.102234
312,202111,2호선,잠실(송파구청),124415,127646,90208,101463,156945,135748,37.51395,127.102234
313,202111,경인선,소사,26987,9256,12665,11679,8475,20484,37.482753,126.79544
314,202111,5호선,충정로(경기대입구),6787,19701,4964,4174,12153,5649,37.559973,126.963672
315,202111,경인선,간석,18020,6009,8241,7067,5917,13496,37.464737,126.694181
316,202111,경의선,화전,3355,4061,3171,2532,3097,2401,37.602888,126.868387
317,202111,우이신설선,솔밭공원,8727,2269,3852,3368,1650,5453,37.656088,127.013252
318,202111,경의선,서강대,3371,5422,3304,3283,4332,3214,37.551881,126.935711
319,202111,경의선,수색,3693,10556,3179,2722,6848,2796,37.580842,126.895611
320,202111,우이신설선,솔샘,24454,3684,7647,5785,3333,15523,37.62124,127.013528
321,202111,경의선,야당,21349,6536,9303,8292,8546,19867,37.712327,126.761356
322,202111,경의선,운정,23925,8337,9075,7068,7109,17044,37.725826,126.767257
323,202111,공항철도 1호선,홍대입구,9426,16208,11854,18876,26158,18862,37.557192,126.925381
324,202111,경의선,홍대입구,1423,3966,1887,3660,4711,3557,37.557192,126.925381
325,202111,2호선,홍대입구,60979,79578,62364,103841,134985,119972,37.557192,126.925381
326,202111,경의선,월롱,2066,9566,3761,2420,7253,2735,37.796188,126.792587
327,202111,경의선,일산,32884,8800,12280,10086,7888,24721,37.682077,126.769846
328,202111,경의선,행신,29153,7918,9362,8270,8536,22250,37.612102,126.834146
329,202111,경의선,임진강,3,46,46,73,81,12,37.88906,126.74746
330,202111,경의선,탄현,26740,7097,9827,7251,7093,21270,37.694023,126.761086
331,202111,6호선,합정,15661,29216,16489,18734,31806,23775,37.549463,126.913739
332,202111,2호선,합정,45054,68927,35556,48300,74597,64489,37.549463,126.913739
