area_type,code,area_name,lon,lat,area_store,area_sim_store,tot_customer,avg_take
골목상권,1000098,무수막길,127.02086844044004,37.55284081556082,4.166666666666667,5.166666666666667,430910.9032258064,172167933.6875
골목상권,1000099,무학로6길,127.03349258737882,37.56570414697989,9.166666666666666,9.166666666666666,479628.87096774194,77415138.25
골목상권,1000100,무학봉28길,127.031974312506,37.562091572705945,2.8333333333333335,2.8333333333333335,218866.64516129033,25776122.9375
골목상권,1000101,무학봉길,127.02877065426908,37.56061476224366,3.0,3.0,306932.0967741936,30853028.8125
골목상권,1000678,시흥대로62가길,126.90411065768251,37.45627904718531,1.4285714285714286,1.4285714285714286,338343.3870967742,45304590.0
골목상권,1000679,시흥대로63길,126.89820107525821,37.45512981860987,7.714285714285714,13.0,165394.83870967742,439501035.25
골목상권,1000714,신길로17길,126.90646647588949,37.497682313890735,0.5714285714285714,0.5714285714285714,369903.9032258064,45304590.0
골목상권,1000715,신길로39길,126.90798092965898,37.507630603042216,1.0,1.0,292235.6129032258,45304590.0
골목상권,1000716,신길로42가길,126.91448236642141,37.509275317074035,3.0,3.0,617106.4516129033,45304590.0
골목상권,1000717,신길로42길,126.91310559537058,37.50660733856764,1.8571428571428572,1.8571428571428572,505539.5483870968,45304590.0
골목상권,1000808,법원단지9길,126.92220899630287,37.4749703074004,3.0,3.0,696786.8064516129,45304590.0
골목상권,1000812,봉천로33길,126.94405496284341,37.48430811470407,2.857142857142857,3.0,470628.7419354839,13187130.0625
골목상권,1000813,서림7길,126.94034457112895,37.472385946388286,5.0,5.0,547088.9677419355,58786574.125
골목상권,1000814,승방길,126.9799676906516,37.47314714560136,1.0,1.0,323892.77419354836,19462942.375
골목상권,1000928,선릉로18길,127.06155235940356,37.4833953079835,4.0,5.0,241575.12903225806,205201460.9375
골목상권,1000929,압구정로2길,127.01954738784833,37.52109879550894,15.857142857142858,15.857142857142858,350720.0967741936,652570666.375
골목상권,1000930,언주로81길,127.04135625779246,37.49888341076538,23.857142857142858,29.714285714285715,1150882.3548387096,942921126.5
골목상권,1000499,월드컵로16길,126.91102090556349,37.55730511043558,10.0,11.0,479795.22580645164,134652848.125
골목상권,1000867,사평대로26길,126.99908397925343,37.499575410941276,2.142857142857143,5.142857142857143,122498.16129032258,526605000.5
골목상권,1000868,사평대로57길,127.02121770526344,37.50739423746393,6.428571428571429,6.428571428571429,302982.4193548387,364700851.1875
골목상권,1000869,서초대로15길,126.98903187507891,37.489276395611654,2.0,2.0,289316.1935483871,8259024.0625
골목상권,1000552,가로공원로76가길,126.84057377888907,37.53370593974615,2.2857142857142856,2.2857142857142856,307906.22580645164,17428412.041666664
골목상권,1000553,가로공원로80길,126.83985515881274,37.53643499697612,4.428571428571429,4.428571428571429,283670.12903225806,26006770.375
골목상권,1000624,고척로52길,126.85598878903117,37.50152390747052,0.0,0.0,338158.12903225806,45304590.0
골목상권,1000006,북촌로11길,126.98417289246329,37.58131306801902,3.1666666666666665,3.1666666666666665,79623.96774193548,397053731.375
골목상권,1000007,북촌로5길,126.9816937748628,37.58034864628062,28.166666666666668,33.5,85543.6129032258,2456016671.625
